title,composedby,key,timesig,bars,chordprog
Any Place I Hang My Hat Is Home,Harold Arlen,F,4 4,40,"FM7 | FM7 | FM7 | FM7 |
BbM7 Bo7 | FM7 Eb7 | FM7 | Bb7 |
Gm7 C7 | FM7 | FM7 | FM7 |
FM7 | FM7 | BbM7 Bo7 | FM7 Eb7 |
FM7 | Bb7 | Gm7 C7 | FM7 |
Fm7 | Db7 | Fm7 Bb7 | EbM7 |
Fm7 | Bb7 | D7 | Db7 C7 |
FM7 | FM7 | FM7 | FM7 |
G7 | G7 | FM7 | FM7 |
C7 | C7 | Gm7 C7 | FM7 |"
The Best Thing for You,Irving Berlin,C,4 4,36,"B7 | B7 | Em7 A7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | CM7 A7 | Dm7 G7 |
B7 | B7 | Em7 A7 | Dm7 G7 |
CM7 Am7 | Dm7 G7 | CM7 | Bbm7 Eb7 |
AbM7 | AbM7 | Bbm7 | Eb7 Eo7 |
Fm7 | Fm7/Eb | Dm7 | G7 |
B7 | B7 | Em7 A7 | Dm7 G7 |
CM7 | Am7 | D7 | Fm7 Bb7 |
CM7 A7 | Dm7 G7 | CM7 Am7 | Dm7 G7 |"
The Eagle and Me,Harold Arlen,Ab,4 4,40,"Ab | Ab | Bb7 | Eb7sus Eb7 |
Ab | Db Ab Ab Ab | Bb7 Bb7 Bb7 Eb7 | Eb7 |
Ab | Ab | Bb7 | Eb7sus Eb7 |
Ab | Db Ab Ab Ab | Bb7 Bb7 Bb7 Eb7 | Eb7 |
Ab Db | Ab | C7 Gm7 | Ebm6 Gb9 |
C+ C7add6 | C7add6 C7add6 C7add6 Fm7 | Bb7 | Dbm6 Bb7 |
Eb9 E11 | E9+ Eb9 E9 Eb7 | Ab | Ab |
Bb7 | Eb7sus Eb7 | Ab | Db Ab Ab Ab |
Bb9 Bb9 Bb9 Eb7 | Eb7 | Ab Db | Ab |
Ab | Ab Eb7 | Ab Db | Ab Bbm7 |"
Freddie the Freeloader,Miles Davis,C,4 4,12,"Bb7 | Bb7 | Bb7 | Bb7 |
Eb7 | Eb7 | Bb7 | Bb7 |
F7 | Eb7 | Ab7 | Ab7 |"
"Gee Baby, Ain't I Good To You",Don Redman and Andy Razaf,C,4 4,16,"C7 Ab7 | G7 C7 | F7b9 F7b9 Bb7+ Bb7 | Eb6 G7 |
C7 Ab7 | G7 C7 | F7 F7 Bb7+ Bb7 | Eb6 Eb7 |
Ab7 Ao7 | Eb6/Bb Eb7 | Ab7 Ao7 | Dm7 G7 |
C7 Ab7 | G7 C7 | F7b9 F7b9 Bb7+ Bb7 | Eb6 Eb6 Ab7 G7 |"
Cheek to Cheek,Irving Berlin,C,4 4,72,"C6 Am7 | Dm7 G7 | C6 Am7 | Dm7 G7 |
C6 G7/D | Ebo7 Em7 | Em7b5 | A7 |
D7 | G7 G7/F | E7 | A7 |
Dm7 | G7 | C6 Am7 | Dm7 G7 |
C6 Am7 | Dm7 G7 | C6 Am7 | Dm7 G7 |
C6 G7/D | Ebo7 Em7 | Em7b5 | A7 |
D7 | G7 G7/F | E7 | A7 |
Dm7 | G7 | C6 FM7 | Em7 A7b9 |
Dm7 G7 | C6 | Dm7 G7 | C6 |
Dm7 G7 | C6 | Dm7 G7 | C6 A7b9 |
Dm7 G7 | C6 | Dm7 G7 | C6 |
Dm7 G7 | C6 | Dm7 G7 | C6 |
C7 | C7 C7/Bb | Ab7 | Ab7 |
G7 | G7 G7/F | C6/E Am | D7 G7 |
C6 Am7 | Dm7 G7 | C6 Am7 | Dm7 G7 |
C6 G7/D | Ebo7 Em7 | Em7b5 | A7 |
D7 | G7 G7/F | E7 | A7 |
Dm7 | G7 | C6 Am7 | Dm7 G7 |"
Doin' My Thing,Jimmy McGriff,Bb,4 4,32,"Bb7 G7 | C7 F7 | Bb7 G7 | C7 F7 |
Bb7 Bb7/D | Eb7 Eo7 | Bb7/F G7 | C7 F7 |
Bb7 G7 | C7 F7 | Bb7 G7 | C7 F7 |
Bb7 Bb7/D | Eb7 Eo7 | Bb7/F F9sus4 | Bb7 |
D7 | D7 | G7 | G7 |
C7 | C7 | F7 | F7 |
Bb7 G7 | C7 F7 | Bb7 G7 | C7 F7 |
Bb7 Bb7/D | Eb7 Eo7 | Bb7/F G7 | C7 F7 |"
Blue Silver,Blue Mitchell,C,4 4,20,"Am7b5 | D7 | Gm7 | C7 |
BM7 | Cm7b5 F7 | BbM7 | BbM7 |
Bm7 | E7 | AM7 | F#m7 |
Ebm7b5 | Ab7b9 | DbM7 | DbM7 |
Cm7b5 | F7alt | BbM7 | BbM7 |"
At My Time Of Life,Hal Shaper and Cyril Ornadel,C,4 4,66,"CM7 | C+ | Dm7 | Dm7 |
Dm7 | G7 | C | C |
Fm7 | Bb7 | Gm7 | Eb/G |
Am7 D7 | Am7 D7 | Dm7 | Gsus4 |
CM7 | C+ | Dm7 | Dm7 |
G7 | Gm7 | A7 | Dm7 |
Fm | C Am7 | Gbh7 Gbh7 Gbh7 Fm6 | C Am7 |
Dm7 G7 | C | Dm7 G7 | CM7 |
C+ | Dm7 | Dm7 | Dm7 |
G7 | C | C | Fm7 |
Bb7 | Gm7 | Eb/G | Am7 D7 |
Am7 D7 | Dm7 | Gsus4 | CM7 |
C+ | Dm7 | Dm7 | G7 |
Gm7 | A7 | Dm7 | Fm |
C Am7 | Gbh7 Gbh7 Gbh7 Fm6 | C Am7 | Dm7 G7 |
Em7 | A7 | Dm7 | Gsus4 Gsus4 Gsus4 G13 |
C Fm | C |"
Donna Lee,Charlie Parker,Ab,4 4,32,"AbM7 Db7 | Cm7 F7 | Bb7 | Bb7 |
Bbm7 | Bbm7 Eb7#5 | AbM7 | Ebm7 Ab7#5 |
DbM7 | Gb7 | Cm7 | F7b9 |
Bb7 | Bb7#11 | Bbm7 | Eb7 |
AbM7 Db7 | Cm7 F7 | Bb7 | Bb7 |
Gm7b5 | C7#9 | Fm | Gm7 C7 |
Fm7 | C7 | Fm7 | Bo7 |
Cm7 F7 | Bbm7 Eb7 | AbM7 | Bbm7 Eb7 |"
Cross Current,Lennie Tristano,F,4 4,32,"FM7 D7#5 | Gm7 C7 | Am7 D7b9 | Gm7 C7 |
FM7 F7 | BbM7 Bo7 | C7sus4 | FM7 C7#11 |
FM7 Ab7 | Gm7 C7 | F6 D7b9 | Gm7 C7 |
FM7 F7 | BbM7 Bo7 | C7sus4 C7 | FM7#11 |
Bbm7 | AM7#11 | Abm7 | GM7#11 |
GbM7 | B7 D7 | Gm7 | C7#11 |
FM7 Ab7 | Gm7 C7 | F6 D7b9 | Gm7 C7 |
FM7 F7 | BbM7 Bo7 | C7sus4 C7 | FM7#11 C7#5 |"
The Brothers Go to Mother's,Henry Mancini,C,4 4,32,"Dm7 G7 | Em7 Am7 | Dm7 G7 | CM7 C6 |
Bm7 E7 | C#m7 F#m7 | Dm7 | Dm7 G7 |
Dm7 G7 | Em7 Am7 | Dm7 G7 | CM7 C6 |
Bm7 E7 | C#m7 F#m7 | Dm7 G7b9 | C6 |
Bbm7 Eb9 | Ab6 | Bbm7 A9 | AbM7 |
F#m7 B7 | G#m7 C#m7 | Ebm7 Ab9 | Dm7 G9 |
Dm7 G7 | Em7 Am7 | Dm7 G7 | CM7 C6 |
Bm7 E7 | C#m7 F#m7 | Dm7 G7b9 | C6 |"
Funky,Kenny Burrell,Eb,4 4,24,"D6 D6 D6 Eb6 Eb6 Eb6 Eb6 Eb6 | Eb6 | D6 D6 D6 Eb6 Eb6 Eb6 Eb6 Eb6 | Eb6 |
G7 G7 G7 Ab7 Ab7 Ab7 Ab7 Ab7 | Ab7 | D6 D6 D6 Eb6 Eb6 Eb6 Eb6 Eb6 | Eb6 |
F7 | Bb7 | Eb6 C7 | F7 Bb7 |
D6 D6 D6 Eb6 Eb6 Eb6 Eb6 Eb6 | Eb6 | D6 D6 D6 Eb6 Eb6 Eb6 Eb6 Eb6 | Eb6 |
G7 G7 G7 Ab7 Ab7 Ab7 Ab7 Ab7 | Ab7 | D6 D6 D6 Eb6 Eb6 Eb6 Eb6 Eb6 | Eb6 |
F7 | Bb7 | Eb6 C7 | F7 Bb7 |"
Blue Turning Grey Over You,Fats Waller,C,4 4,32,"F | Bm7b5 E7 | Am7b5 | D7 |
G7 | C7alt | F | Gm7 C7 |
F | Bm7b5 E7 | Am7b5 | D7 |
G7 | C7alt | F Bb7 | F |
F7 | F7 | F7 | Bb |
G7 | G7 | G7 | G7 C7 |
F | Bm7b5 E7 | Am7b5 | D7 |
G7 | C7alt | F | Gm7 C7 |"
Do It Now,Jack McDuff,C,4 4,26,"G7 | G7 | G7 | G7 |
G7 | G7 | G7 | G7 |
C7 | C7 | C7 | C7 |
G7 | G7 | G7 | G7 |
Am7 | Am7 | Am7 | Am7 |
Am7 | D7 | G7 | G7 |
G7 | G7 |"
Bouncin with Bud,Bud Powell,Bb,4 4,36,"BbM7 Gm7 | Cm7 Ab7 | Dm7 G7 | Cm7 D7 |
Gm7 | Dbo7 | Cm7 F7 | BbM7 B7#11 |
BbM7 Gm7 | Cm7 Ab7 | Dm7 G7 | Cm7 D7 |
Gm7 | Dbo7 | Cm7 F7 | BbM7 BbM7 Am7b5 D7 |
Gm6 | Gm6 | Am7b5 | D7#9 |
G7#11 | Gb7#11 | Cm7 | F13#11 |
BbM7 Gm7 | Cm7 Ab7 | Dm7 G7 | Cm7 D7 |
Gm7 | Dbo7 | Cm7 F7 | BbM7 |
F#o7 Gm7 | F#o7 Gm7 | Bo7 Cm7 | Bo7 Bo7 Bo7 Bo7 Cm7 Cm7 Gb7 F7 |"
Careful,Jim Hall,A,4 4,16,"A7 | A7 | A7 | A7 |
D7 | D7 | D7 | D7 |
A7 | A7 | A7 | A7 |
F7 | E7 | A7 | A7 |"
Bohemia After Dark,Oscar Pettiford,Bb,4 4,32,"Gm | Am7b5 D7 | Gm | Am7b5 D7 |
Gm | Am7b5 D7 | Gm | Eb7 D7 Gm D7 |
Gm | Am7b5 D7 | Gm | Am7b5 D7 |
Gm | Am7b5 D7 | Gm | Gm |
Gm9/C | Gm9/C | Gm9/C | Gm9/C |
Gm9/C | Gm9/C | Gm9/C | Eb7 D7b9 |
Gm | Am7b5 D7 | Gm | Am7b5 D7 |
Gm | Am7b5 D7 | Gm | Eb7 D7 Gm D7 |"
Chasing The Bird,Charlie Parker,F,4 4,32,"F | Gm7 C7 | F D7 | Gm7 C7 |
F7 | Bb Bo7 | F D7 | Gm7 C7 |
F | Gm7 C7 | F D7 | Gm7 C7 |
F7 | Bb Bo7 | Gm7 C7 | F |
Em7 | A7 | D7 | D7 |
G7 | G7 | Gm7 | C7 |
F | Gm7 C7 | F D7 | Gm7 C7 |
F7 | Bb Bo7 | Gm7 C7 | F |"
Both Sides Now,Joni Mitchell,C,4 4,26,"C | F/C C | C CM7 | F/C C |
C | F/C | Dm7 | G |
C | F/C C | C CM7 | F/C C |
C | F | Dm7 | G |
C | F/C C | F/C C | F/C C |
G G G F/C | C | F/C | C F/C |
C F/C | C F/C |"
Chitlins Con Carne,Kenny Burrell,C,4 4,12,"C7#9 | C7#9 | C7#9 | C7#9 |
F7 | F7 | C7#9 | C7#9 |
G7 | F7 | C7#9 | C7#9 |"
A Certain Smile,Sammy Fain,F,4 4,32,"Gm7 | C7 | FM7 | Dm7 |
Gm7 | C7 | FM7 | FM7 |
Em7 | A7 | DmM7 Dm7 | G7 |
CM7 Am7 | Dm7 G7 | Gm7 | C7 Dm7 |
Gm7 | C7 | FM7 | Dm7 |
Gm7 | C7 | A7 | D7 |
BbM7 | D7b9 | Gm7 | Bbm7 Eb7 |
FM7 Dm7 | Gm7 C7 | F69 | F69 |"
Dance of the Infidels,Bud Powell,C,4 4,12,"FM7 | Bbm7 Eb7 | Am7 Gm7 | F#m7 B7 |
Bb7 | Bbm7 Eb7 | Am7 | Abm7 Db7 |
Gm7 | Dbm7 Gb7 | FM7 | FM7 |"
The Aba Daba Honeymoon,"Arthur Fields, Walter Donovan",C,4 4,32,"C | C | C | C |
C | C | G7 | G7 |
G7 | G7 | C | C |
D7 | D7 | G7 Dm7 | G7 |
C | C | C | C |
E7 E7 E7 Bm7 | E7 E7 D E7 | Am E7 Am E7 | Am |
F | F | C | C C C Ab7 |
Dm7 | G7 | C | G7alt |"
Belleville,Django Reinhardt,C,4 4,32,"D Fo7 | Em7 A7 | D Fo7 | Em7 A7 |
D Fo7 | Em7 A7 | D | D D69 |
D Fo7 | Em7 A7 | D Fo7 | Em7 A7 |
D Fo7 | Em7 A7 | D | D |
Gm | Gm | D | D |
F# | Gdim | G#m7 C#9 | F# A7 |
D Fo7 | Em7 A7 | D Fo7 | Em7 A7 |
D Fo7 | Em7 A7 | D | D |"
Five Hundred Miles High,Chick Corea,C,4 4,18,"Em7 | Em7 | Gm7 | Gm7 |
BbM7#11 | BbM7#11 | Bm7b5 | E7alt |
Am7 | Am7 | F#m7b5 | F#m7b5 |
Fm7 | Fm7 | Cm7 | Cm7 |
B7#5 | B7#5 |"
The Egyptian,Curtis Fuller,A,4 4,40,"Asus4 | Asus4 | Asus4 | Asus4 |
Asus4 | Asus4 | Asus4 | Asus4 |
Asus4 | Asus4 | Asus4 | Asus4 |
Asus4 | Asus4 | Asus4 | Asus4 |
E7b9 | E7b9 | E7b9 | E7b9 |
E7b9 | E7b9 | E7b9 | E7b9 |
E7b9 | E7b9 | E7b9 | E7b9 |
E7b9 | E7b9 | E7b9 | E7b9 |
Asus4 | Asus4 | Asus4 | Asus4 |
Asus4 | Asus4 | Asus4 | Asus4 |"
Almost There,Jerry Keller and Gloria Shayne,Bb,4 4,40,"Bb | Eb6 | BbM7 | Eb6 |
Bb | Gm7 | D | A7 |
D | Cm7 Cm7 Cm7 F7 | Bb | Eb6 |
BbM7 | Eb6 | Bb | Gm7 |
Cm7 | F9 F9 F9 F7 | Cm7 | Fm7 Bb9 |
Eb | Ebm | Bb Bb Cm7 F7sus4 | Bb |
Gm | Eb | D A7 | D D D Cm7 F7 F7 |
Bb | Eb6 | BbM7 | Eb6 |
Bb | Gm7 | C | Ebm6 |
Bb Db7 | Cm7 F7 | Bb | Bb |"
All At Once You Love Her,Richard Rodgers,F,4 4,42,"F | F | C7 | C7 |
C7 | C7 | C7 | F |
F | F | C7 | C7 |
C7 | C7 | A7 | Dm |
Bb | Bb | F | Dm7 |
Dm7/C | G9/B | G7 | C7 |
F | F | C7 | C7 |
C7 | C7 | C7 | C7 |
Cm7/F | F7 | Bb | Gm |
F | Bb7 | F | C7 |
F | F |"
Daahoud,Clifford Brown,Eb,4 4,37,"Ebm7 Ab7 | Dbm7 Gb7 | BM7 | Bb7#5 |
Abm7 Gb7 | F7 EM7 | EbM7 | EbM7 |
Ebm7 Ab7 | Dbm7 Gb7 | BM7 | Bb7#5 |
Abm7 Gb7 | F7 EM7 | EbM7 | EbM7 |
Bbm7 | Eb7alt | AbM7 | Ab6 |
Abm7 | Db7alt | GbM7 BM7 | Bb7 |
Ebm7 Ab7 | Dbm7 Gb7 | BM7 | Bb7#5 |
Abm7 Gb7 | F7 EM7 | EbM7 | Abm7 Db7 |
GbM7 Gb6 | Ebm7 Ab7 | Cm7 B7 | Bb7 |
EbM7 |"
Nightingale Sang In Berkeley Square,Manning Sherwin,Eb,4 4,38,"EbM7 Cm7 | Gm7 Gm7 Bbm7 Eb7 | AbM7 AbM7 Dm7 G7 | Cm7 Abm6 |
EbM7/Bb Fm7 | EbM7/G EbM7/G Abm7 Db9 | EbM7 Cm7 | Fm7 Bb7 |
EbM7 | Fm7 Bb7 | EbM7 Cm7 | Gm7 Gm7 Bbm7 Eb7 |
AbM7 AbM7 Dm7 G7 | Cm7 Abm6 | EbM7/Bb Fm7 | EbM7/G EbM7/G Abm7 Db9 |
EbM7 Cm7 | Fm7 Bb7 | EbM7 | Am7 D7 |
GM7 Em7 | Am7 D7 | Bm7 Bbo7 | Am7 D7 |
GM7 Em7 | Am7 D7 | Bm7 Em7 | Fm7 Bb7 |
EbM7 Cm7 | Gm7 Gm7 Bbm7 Eb7 | AbM7 AbM7 Dm7 G7 | Cm7 Abm6 |
EbM7/Bb Fm7 | EbM7/G EbM7/G Abm7 Db9 | EbM7 Cm7 | Fm7 Bb7 |
EbM7 | Fm7 Bb7 |"
Getting Some Fun Out Of Life,Joe Burke,F,4 4,32,"Bb6 F7#5 | Bb6 Bo7 | Cm7 | F7 G7#5 |
Cm7 F7 | Dm7 Gm7 | Cm7 F7 | Bb6 F7#5 |
Bb6 F7#5 | Bb6 Bo7 | Cm7 | F7 G7#5 |
Cm7 F7 | Dm7 Gm7 | Cm7 F7 | Bb6 |
Bb7 | Bb7 | EbM7 | Eb6 |
G7#5 | G7 | C7 | F7 F7#5 |
Bb6 F7#5 | Bb6 Bo7 | Cm7 | F7 G7#5 |
Cm7 F7 | Dm7 Gm7 | Cm7 F7 | Bb6 |"
Four On Six,Wes Montgomery,Bb,4 4,16,"Gm7 | Gm7 | Gm7 | Gm7 |
Cm7 F7 | Bbm7 Eb7 | Am7 D7 | Ebm7 Ab7 |
Gm7 | Gm7 | Gm7 | Cm7 F7 |
BbM7 | Am7b5 D7alt | Gm7 | Am7b5 D7alt |"
Ain't Too Proud to Beg,Eddie Holland and Norman Whitfield,C,4 4,24,"C | C F | C | C F |
C | C F | C | C |
C F | C F | C F | C F |
C FM | C F | C F | C F |
C F | C F | C F | C F |
C FM | C F | C F | C F |"
The Friendliest Thing,Ervin Drake,F,4 4,32,"Gm | Gm | F | F |
Gm | Gm | F FM7 | FM7 F6 |
Bm7 | Bm7 Bm7 E7sus4 E7 | A D AM7 AM7 | AM7 F#m7 |
Bm Eo7 Bm7 Bm7 | E7sus4 E7 | A9 D9 | G7 C9 |
Gm | Gm | F | F |
Gm | Gm | F FM7 | Am7 D7#5b9 |
Bb Bb Bb Bbm | Bbm | F F F G7 | G7 |
C7 Co7 Gm7 C7 | C7 C7 Gm7 C7b5 | F Dm7 | Gm7 C9 |"
Can't Get Out Of This Mood,Frank Loesser and Jimmy McHugh,C,4 4,32,"C | Ab7 | Dm7 | G7 |
C | Ab7 | Dm7 | G7 |
C | Am7 D7 | Em7b5 | A7 |
D7 | D7 G7 | C Dm7 | Ebo G7 |
C | Ab7 | Dm7 | G7 |
C | Ab7 | Dm7 | G7 |
C | Am7 D7 | Em7b5 | A7 |
Ab7 | Dm7 | Ab7b5 G7 | C |"
Diamonds Are A Girl's Best Friend,Leon Robin and Jule Styne,F,4 4,16,"F | F | F F F Abo7 | C7 |
Gm7 | Gm7 | G7 | C9 C13 |
F9 Fo7 F9 F9 | Bb A Bb Bbm | F A Dm7 G7 | C7 |
F F/E | Cm6 D7 | Gm7 C7b9 | F Fo7 C7 C7 |"
Godchild,George Wallington,Ab,4 4,32,"Ab | Bbm7 Abo7 | Ebm7 Ab7 | Dbm7 Gb7 |
Cm7 Bm7 | Bbm7 Eb7 | Ab | Bbm7 Eb7 |
Ab | Bbm7 Abo7 | Ebm7 Ab7 | Dbm7 Gb7 |
Cm7 Bm7 | Bbm7 Eb7 | Ab | Ab G7 |
C | Dm7 G7 | C | Dm7 G7 |
Eb | Fm7 Bb7 | Eb | Fm7 Bb7 |
Ab | Bbm7 Abo7 | Ebm7 Ab7 | Dbm7 Gb7 |
Cm7 Bm7 | Bbm7 Eb7 | Ab | Ab |"
Breezin' Along with the Breeze,"Haven Gillespie, Seymour Simons, and Richard A. Whiting",F,4 4,32,"F | F | A A7#5 | D7 |
G7 G7b5 | C7 C7 Gm7 C7 | F | Db7 |
F | F | A A7#5 | D7 |
G7 G7b5 | C7 C7 Gm7 C7 | F | F7 |
Bb Bb F+ Bb | Bbm6 Bbm6 Bb F7 | Bb | Bb Bbm |
F F Fo7 F | Dm | G9 | C7 |
F | F | A A7#5 | D7 |
G7 G7b5 | C7 C7 Gm7 C7 | F Fo7 | F |"
Buttons and Bows,Jay Livingson and Ray evans,F,4 4,44,"FM7 Dm7 | FM7 Dm7 | FM7 Dm7 | FM7 Dm7 |
BbM7 | FM7 FM7 Gm7 C7 | FM7 Dm7 | FM7 Dm7 |
FM7 BbM7 | Gm7 C7 | FM7 | Gm7 C7 |
FM7 Dm7 | FM7 Dm7 | FM7 Dm7 | FM7 Dm7 |
BbM7 | FM7 FM7 Gm7 C7 | FM7 Dm7 | FM7 Dm7 |
FM7 BbM7 | Gm7 C7 | FM7 | Cm7 F7 |
BbM7 | BbM7 | BbM7 | FM7 |
FM7 | FM7 | G7 | Gm7 C7 |
FM7 Dm7 | FM7 Dm7 | FM7 Dm7 | FM7 Dm7 |
BbM7 | FM7 FM7 Gm7 C7 | FM7 Dm7 | FM7 Dm7 |
FM7 BbM7 | Gm7 C7 | FM7 | Gm7 C7 |"
Captain Marvel,Chick Corea,C,4 4,40,"Am7 | Am7 | Em7 | Em7 |
Bm7 | Bm7 | F#m7 | F#m7 |
Bbm7 | Bbm7/Ab | Gm7b5 | C7b9 |
DbM7 | GbM7b5 | Cm7/F | F7 |
BbM7 | BbM7 | EbM7b5 | EbM7b5 |
BbM7/D | Db7 | Cm7 | F7 F7 F7 F#o7 |
Gm7 | Gm7 | Ab | Ab |
Dm7 | EbM7 | Em7b5 | EbM7 |
Dm7 | Db7#11 | Cm7 | Cm7/F |
Gm7 F | Eb F | Gm7 F | Eb F |"
The Fool On the Hill,John Lennon and Paul McCartney,C,4 4,12,"C6 | F6 | C6 | F6 |
Dm G7 | C Am | Dm7 G7 | Cm Ab Cm Cm |
Ab | Bb | Cm Ab Cm6 Cm6 | C |"
Grazin' In The Grass,Phileomon Hou,F,4 4,36,"FM7 Am7 | Gm7 C7sus4 | FM7 Am7 | Gm7 C7sus4 |
FM7 Am7 | Gm7 C7sus4 | FM7 Am7 | Gm7 C7sus4 |
FM7 Am7 | Gm7 C7sus4 | FM7 Am7 | Gm7 C7sus4 |
C7 | FM7 Am7 | Gm7 C7sus4 | FM7 Am7 |
Gm7 Gm7 C7sus4 C7 | FM7 Eb6 | Eb6 EbM7 | F6 FM7 |
EbM7 | F FM7 | EbM7 | F6 FM7 |
EbM7 | F F F F7 | Bb C7sus4 | F F F F7 |
Bb C7sus4 | F | Gm Gm C7b9 F | F7sus4 F7sus4 F7 Bb9 |
Bb9 Gm7 C7sus4 C7sus4 | F Am7 Gm7 C7sus4 | FM7 Am7 | Am7 |"
Ask Me Now,Thelonious Monk,Db,4 4,32,"Gm7 C7 F#m7 B7 | Fm7 Bb7 Em7 A7 | Ebm7 Ab7#5 | B7b5 Bb7#11 |
Eb7 D7 | DbM7 Eb7#11 | Ebm7 Ab7b9 | B7b5 Bb7b5 A7b5 Ab7#5 |
Gm7 C7 F#m7 B7 | Fm7 Bb7 Em7 A7 | Ebm7 Ab7#5 | B7b5 Bb7#11 |
Eb7 D7 | DbM7 Eb7#11 | Ebm7 Ab7b9 | Db6 |
Ebm7 Ab7 | DbM7 DbM7 Fm7 E7 | Ebm7 D9 | DbM7 |
Eb7 | Eb7 | Ebm7/Ab Ab7b9 | Gb13#11 |
Gm7 C7 F#m7 B7 | Fm7 Bb7 Em7 A7 | Ebm7 Ab7#5 | B7b5 Bb7#11 |
Eb7 D7 | C#M7 Eb7#11 | Ebm7 Ab7b9 | Db6 |"
All I Ask of You,Andrew Lloyd Weber,Db,4 4,48,"Db | Db | DbM7 Gb6 | Cb Ab/C |
Db | Db | DbM7 Gb6 | Cb Ab/C |
Db Bbm7 | Ebm7 Ab | Db/F Bbm7 | Ebm7 Ebm7/Ab |
Db Bbm7 | Ebm7 Ab | Db/F Gb | Db/Ab |
Db/Ab Ebm/Ab Ab Ebm/Ab | Db | Db | DbM7 Gb6 |
Cb Ab/C | Db | Db | DbM7 Gb6 |
Cb Ab/C | Db Bbm7 | Ebm7 Ab | Db/F Bbm7 |
Ebm7 | Ebm7 Ab Ab6 Ab7 | Db Bbm7 | Ebm7 Ab |
Db/F Gb | Db/Ab | Ebm7/Ab Ebm7/Ab Ab6 Ebm7/Ab | Db Bbm7 |
Ebm7 Ab | Db/F Bbm7 | Ebm7 Ebm7/Ab | Db Bbm7 |
Ebm7 Ab | Db/F Gb | Db/Ab | Ebm7/Ab |
Ab6 Ebm7/Ab | Db | Db | Db |"
Crazy Rhythm,George Gershwin,F,4 4,32,"FM7 | FM7 | FM7 | Am7 D7 |
Gm7 | C7 | FM7 | Gm7 C7 |
FM7 | FM7 | FM7 | Am7 D7 |
Gm7 | C7 | FM7 | FM7 |
Cm7 | F7 | BbM7 | BbM7 |
Bbm7 | Eb7 | Am7 D7 | Gm7 C7 |
FM7 | FM7 | G7 | G7 |
Gm7 | C7 | FM7 | Gm7 C7 |"
Fox Hunt,J.J. Johnson,Ab,4 4,32,"Ab Ao7 | Bbm7 Eb7 | Ab Ao7 | Bbm7 Eb7 |
Ab Ab7 | Db Do7 | Ab Eb7 | Ab |
Ab Ao7 | Bbm7 Eb7 | Ab Ao7 | Bbm7 Eb7 |
Ab Ab7 | Db Do7 | Ab Eb7 | Ab |
D7b5 | D7b5 | G7b5 | G7b5 |
Cm7b5 | F7b5 | E7b5 | A7b5 |
Ab Ao7 | Bbm7 Eb7 | Ab Ao7 | Bbm7 Eb7 |
Ab Ab7 | Db Do7 | Ab Eb7 | Ab |"
Bossa Nova U.S.A.,Dave Brubeck,F,4 4,36,"Gm7b5 | C7b9 | FM7 F6 | F69 |
Cm7b5 | F7b9 | BbM7 Bb6 | Bb69 |
Dm7b5 G7b9 | CM9 | Cm7b5 F7b5 | BbM9 |
Bbm7b5 Eb7 | AbM7 DbM7 | Gm7b5 | C7b9#11 |
Gm7b5 | C7b9 | FM7 F6 | F69 |
Cm7b5 | F7b9 | BbM7 Bb6 | Bb6 Bb6 F Fm |
Dm7b5 G7#11 | CM7 | Cm7b5 F7b5b9 | BbM9 |
Bbm7b5 Dbm/Eb | AbM7 DbM7 | Gm7b5 | C13b9 |
F69 | F69 | F69 | F69 |"
Bop Shop,Paul Ferguson,G,4 4,32,"Dm7b5 | G7#5#9 | Cm69 | Cm69 |
Am7b5 | D7#5#9 | GM7 | GM7 |
Dm7b5 | G7#5#9 | Cm69 | Cm69 |
Am7b5 | D7#5#9 | GM7 | GM7 |
Gm7 | C7#5#9 | FM7#11 | FM7#11 |
Eb7 | Eb7 | D7#11 | D7#11 |
Dm7b5 | G7#5#9 | Cm69 | Cm69 |
Am7b5 | D7#5#9 | GM7 | GM7 |"
Follow Your Heart,John McLaughlin,C,4 4,16,"E9sus4 | E9sus4 | E9sus4 | E9sus4 |
A9sus4 | A9sus4 | E9sus4 | E9sus4 |
B9sus4 | A9sus4 | G9sus4 | G9sus4 |
E9sus4 | G9sus4 | E9sus4 | G9sus4 |"
Black Narcissus,Joe Henderson,C,3 4,24,"Abm7 | Bbm7/Ab | Abm7 | Bbm7/Ab |
Abm7 | Bbm7/Ab | Abm7 | BM7#11 |
F#m7 | G#m7/F# | F#m7 | Abm7/Gb |
F#m7 | Abm7/Gb | F#m7 | AM7#11 |
EbM7#11 | FM7#11 | BbM7#11 | CM7#11 |
EbM7#11 | FM7#11 BbM7#11 | GM7#11 AbM7#11 | BbM7#11 CM7#11 CM7#11 |"
Djiekuye (There'll Be No Tomorrow,Dave Brubeck,F,4 4,32,"Dm | E7 | A7b9 | Dm |
BbM7 | A7 | D7b9 | Gm |
Em7b5 | A7b9 | Dm | A7 |
Bm7b5 | E7b9 | Em7b5 | A7 |
Dm | E7 | A7b9 | Dm |
BbM7 | A7 | D7b9 | Gm |
Em7b5 | A7b9 | Dm A7 | Dm D7 |
Gm | A7b9 A7 | Dm | Dm Dm Dm A |"
