title,composedby,key,timesig,bars,chordprog
Born To Lose,Ted Daffan,C,4 4,32,"C | F G7 | C Am | Gm7 C7 |
F | F | C G7 | C G7 |
C C C C7 | Gm7 C7 | F | F |
G7 | G7 | C Ebo7 | Dm7 G7 F/G G7 |
C | F G7 | C Am | Gm7 C7 |
F | F | C G7 | C G7 |
C C C C7 | Gm7 C7 | F | F |
G7 | G7 | C Ab7 | C6 C6 F/G G7 |"
The Breeze and I,Ernesto Lechona and Al Stillman,Eb,4 4,34,"Eb6 | Eb6 | Eb6 | Eb6 |
Dbm | Dbm | Eb6 | Eb6 Eb6 Eb6 Bb7 |
Eb6 | Eb6 | Eb6 | Eb6 |
Dbm | Dbm | Eb6 | Eb6 |
Fm7 | Fm7/Bb | EbM7 | Cm7 |
Fm7 | Bb7 | EbM7 | C7b9 |
Fm7 | Fm7/Bb | EbM7 | C7 |
Fm7 | Bb7 | Eb6 | Eb6 Bb7 |
Eb6 | Eb6 Bb7 |"
Day Dream,"Duke Ellington, Billy Strayhorn, Lohn LaTouche",F,4 4,32,"FM7 B7b9 | Bb7 A7+ | Dm7 Dm7/C | Bbm6 C7+ |
Fm7 | Db7 | C7sus4 C7 | Db9 C9 |
FM7 B7b9 | Bb7 A7+ | Dm7 Dm7/C | Bbm6 C7+ |
Fm7 | Db7 C7 | FM7 | Cm7 F7 |
BbM7 Bm7/E | AM7 Bbm7/Eb | AbM7 Am7/D | GM7 |
Gm7 C7 | FM7 D7 | G7 | Db7#11 C7+ |
FM7 B7b9 | Bb7 A7+ | Dm7 Dm7/C | Bbm6 C7+ |
Fm7 | Db7 C7+ | FM7 | Gm7 C7 |"
Alla En El Rancho Grande,SilvanoR. Ramos,F,2 4,28,"F | F | F | C7 |
C7 | C7 | C7 | C7 |
F | F | F | F |
F | F | C7 | C7 |
C7 | C7 | F | F |
F | F | C7 | C7 |
C7 | C7 | F | F |"
Blues for Alice,Charlie Parker,F,4 4,12,"F6 | Em7 A7 | Dm7 | Cm7 F7 |
Bb7 | Bbm7 Eb7 | F6 | Abm7 Db7 |
Gm7 | C7 | Am7 D7 | Gm7 C7 |"
Gotta Be This Or That,Sonny Skylar,G,4 4,32,"GM7 | GM7 | E7 | E7 |
Am7 | F7 | Am7 D7 | GM7 GM7 Am7 D7 |
GM7 | GM7 | E7 | E7 |
Am7 | F7 | Am7 D7 | GM7 GM7 Am7 D7 |
G7 | G7 | CM7 | CM7 |
A7 | A7 | Am7 | D7 |
GM7 | GM7 | E7 | E7 |
Am7 | F7 | Am7 D7 | GM7 GM7 Am7 D7 |"
Airmail Special,"Benny Goodman, James R Mundy, and Charlie Christian",C,4 4,32,"Bb | Bb | Bb | Bb |
Bb | Bb | Bb | Bb |
Bb | Bb | Bb | Bb |
Bb | Bb | Bb | Bb |
Dbo | Dbo | Dbo | Dbo |
Bbo Ao | Abo | Gb7 | F7 |
Bb | Bb | Bb | Bb |
Bb | Bb | Bb | Bb |"
Carolina Moon,Benny Davis and Joe Burke,G,3 4,32,"G | G | C | Am7b5 |
G | D7 | G | G Am7 D7 |
G | G | C | Am7b5 |
G | D7 | G | G G G7 |
C | C | G | G |
A7 | A7 | Am7 | D7+ |
G | G | C | Am7b5 |
G | A7 A7 D7 | G C Eb7 | G |"
Basin Street Blues,Spencer Williams,C,4 4,48,"C Dm7 Ebo Em7 | C Dm7 Ebo Em7 | C C#o Dm7 G7 | C C#o Dm7 G7 |
C C7 | F Fm | C Ab7 | G7 G7 C G7 |
C Dm7 Ebo Em7 | C Dm7 Ebo Em7 | C C#o Dm7 G7 | C C#o Dm7 G7 |
C C7 | F Fm | C Ab7 | G7 C |
C | E7 | A7 | A7 |
D7 | G7 | C Ebo | Dm7 G7 |
C | E7 | A7 | A7+ A7 |
D7 | G7 | C | Dm7 G7 |
G7 | G7 | G7 | G7 |
G7 | G7 | G7 | G7 |
G7 | G7 | G7 | G7 |
G7 | G7 | G7 | G7 |"
Blessed Relief,Frank Zappa,C,3 4,60,"FM7 | Gm7 | Am7 | EbM7 |
Fm7 | Gm7 | Am7 | EbM7 |
BbM7 | C7/Bb | Gm7 | C7 |
BbM7 | BbM7 C7/Bb C7/Bb | Gm7 | C7 |
BbM7 | Am7 | Gm7 | Em7b5 |
BbM7 | Am7 | Gm7 | Em7b5 |
BbM7 | Am7 | Gm7 | Em7b5 |
Am7 | Am7 | Am7 | Am7 |
Gm7 | Gm7 | Gm7 | Gm7 |
F#m7 | F#m7 | F#m7 | F#m7 |
EM7 | EM7 | EM7 | EM7 |
F#m7 | F#m7 | F#m7 | F#m7 |
EM7 | EM7 | EM7 | EM7 |
Am7 | Am7 | Am7 | Am7 |
Gm7 | Gm7 | Gm7 | Gm7 |"
Detour Ahead,"Herb Ellis, Johnny Frigo, and Lou Carter",C,4 4,34,"CM7 F#13 | B7#5#9 | FM7 Em7 Am9 Am9 | D7sus4 G7sus4 |
Gm7 C7b9#11 | FM7 Bb13#11 | CM7 Am7 | Ab13 Ab13 Dm7 G7 |
Dm7 F#13 | B7#5#9 | FM7 Em7 Am9 Am9 | D7sus4 G7sus4 |
Gm7 C7b9#11 | FM7 Bb13#11 | CM7 CM7 Am7 Gm7 | F#m7b5 B7 |
Em7 C#m7b5 | B7alt | EM7 | F#m7b5/B B7 |
Em7 C#m7b5 | B7alt | EM7 | Db13 |
CM7 F#13 | B7#5#9 | FM7 Em7 Am9 Am9 | D7sus4 G7sus4 |
Gm7 C7b9#11 | FM7 Bb13#11 | CM7 E7#5#9 | Am7 Eb9 |
D7 D7 G7sus4 G7 | CM7 |"
Besame Mucho,Carlos Velazquez,Eb,4 4,40,"Cm7 | Cm7 | Fm7 | Fm7 |
Dm7b5 | Dm7b5 G7b9 | Cm6 | Cm6 |
C7 | C7 | Fm7 | Fm7 |
Cm7 | D7b9 G7b9 | Cm6 | Cm6 |
Fm7 | Cm7 | G7b9 | Cm6 |
Fm7 | Cm7 | D7 Ab7 | G7b9 |
Cm7 | Cm7 | Fm7 | Fm7 |
Dm7b5 | Dm7b5 G7b9 | Cm6 | Cm6 |
C7 | C7 | Fm7 | Fm7 |
Cm7 | D7b9 G7b9 | Cm6 | Dm7b5 G7alt |"
Always True to You in My Fashion,Cole Porter,C,4 4,48,"C | F | C | Fm |
C | C Ebo7 | G7 | G7 |
C C+ | F6 F6 F6 Ebo7 | C/E | Dm7b5 |
C | D7 G7 | C | Dm7 G7 |
C | F | C | Fm |
C | C Ebo7 | G7 | G7 |
C C+ | F6 F6 F6 Ebo7 | C/E | Dm7b5 |
C | D7 G7 | C F | C C7 |
F FM7 | F6 F6 F6 Fm | C CM7 | C6 C7 |
F A7/E | D7 | G | D7 G7 |
C C+ | F6 F6 F6 Ebo7 | C/E | Dm7b5 |
C | D7 G7 | C F | C C C G7 |"
The Gentleman is a Dope,Richard Rodgers,F,4 4,74,"Dm9 | Dm9 | Dm9 | Dm9 |
BbM7 | B7 | C7 | Dm Dm Dm A7 |
Dm9 | Dm9 | G9 | G9 |
Bb | Bb9 | Dm | E7 A7 |
Dm | Em Em Em A7 | Dm9 | Dm9 |
Dm9 | Dm9 | BbM7 | B7 |
C7 | Dm Dm Dm A7 | Dm9 | Dm9 |
G9 | G9 | Bb | Bb9 |
Dm | E7 A7 | Dm D7 | D7 |
G | G | CM7 | C6 C |
G | G | C7 | C7 |
F FM7 | F6 F6 F6 F | Bb | Bb |
E7 | E7 | A7 | A7 |
Dm9 | Dm9 | Dm9 | Dm9 |
BbM7 | B7 | C7 | Dm Dm Dm A7 |
Dm9 | Dm9 | G9 | G9 |
Bb | Bb9 | Dm | E7 A7 |
F Bb | Em7 A7 | D G | D7b5 A7 |
Dm | Dm |"
Freckle Face,Sammy Nestico,Bb,4 4,36,"Cm7 | F7 | BbM7 | G7 |
Cm7 | F7 | BbM7 | Dbo7 |
Cm7 | F7 | BbM7 | G7 |
Cm7 | F7 | Bb6 Bbo7 | Bb6 Gbo7 |
Fm7 | Bb7 | Eb6 | D7 |
Gm Gm7 | C9 | Cm7 | F7 Dbo7 |
Cm7 | F7b9 | Dm7b5 | G7 |
Cm7 | Ebm7 | Dm7 | Dbo7 |
Cm7 | F7 | Bb6 Bbo7 | Bb6 Dbo7 |"
Ballet,Michael Gibbs,Eb,3 4,24,"Eb7 | Eb7 | Ab7 | Ab7 |
Eb7 | Eb7 | Eb7 | Eb7 |
Ab7 | Ab7 | Ab7 | Ab7 |
Eb7 | Eb7 | Eb7 | Eb7 |
E7#9 | E7#9 | D7#9 | D7#9 |
Eb7 | Eb7 | Eb7 | Eb7 |"
"Bess, You is My Woman Now",George Gershwin,Bb,4 4,48,"Bb69 | Cm7 F7#9 | Bb69 | EbM7 Ebm7 |
Dm Gm7 | Em7b5 Eb7 | Dm7 Ab7 | DbM7 F7 |
Bb69 | Cm7 F7#9 | Bb69 | Em7b5 A7b9 |
DM7 Bm7 | E7b9 A7 | DM7 | G#m7 C#7 |
F#M7 | B7 B7 D7 C#7 | F#69 | F#69 A7 |
D69 | Em7 A7#9 | D69 | GM7 Gm7 |
F#m7 Bm7 | G#m7b5 G7#11 | F#m7 C7 | FM7 A7 |
D69 | Em7 A7#9 | D69 | G#m7 C#7 |
Gb/Db Db7 | Gb/Db Db7 | Ebm7 Ebm7/Db | Cm7b5 B7#11 |
Gb/Db | Db7 | Gb/Db | Db7 Db7#9 |
Gb69 Gb7 | BM7 Abm7 | Gb69 Bb7 | BM7 Abm7 |
Gb/Db Ebm/Db | Db7#9 Db9 | GbM7 | GbM7 |"
Bebop,Dizzy Gillespie,C,4 4,32,"Fm7 Go7 | Fm7/Ab Go7 | Fm7/C | Gm7b5 C7b9 |
Fm7 Go7 | Fm7/Ab Go7 | Fm7/C | Gm7b5 C7b9 Fm7 Fm7 |
Fm7 Go7 | Fm7/Ab Go7 | Fm7/C | Gm7b5 C7b9 |
Fm7 Go7 | Fm7/Ab Go7 | Fm7/C | Gm7b5 C7b9 Fm7 Fm7 |
Fm7 | Fm7 Bb7alt | EbM7 | EbM7 |
Ebm7 | Ebm7 Ab7alt | DbM7 | Gm7b5 C7#11 |
Fm7 Go7 | Fm7/Ab Go7 | Fm7/C | Gm7b5 C7b9 |
Fm7 Gm7b5 | Fm7/Ab Go7 | Fm7/C | Gm7b5 C7b9 Fm7 Fm7 |"
Corner Of The Sky,Steven Schwartz,C,4 4,17,"C Dm7/C | C Bb/C | F C/E | Dm7 Dm7/G |
Bb EbM7 | Ab Dm7 | Gm Gm/F Eb Bb/D | C7 Bb Am7 |
F FM7 | Gsus4 G | Em | F |
C Dm/C | G/B Am | F C | Gm |
C |"
Blues to Bechet,John Coltrane,Bb,4 4,12,"Bb7 | Eb7 | Bb7 | Bb7 |
Eb7 | Eb7 Eo7 | Bb7 | Dm7 G7 |
F7 | Eb7 | Bb7 | F7 |"
Bluesette,Jean Thielmann,C,3 4,24,"BbM7 | BbM7 | Am7b5 | D7 |
Gm7 | C7 | Fm7 | Bb7 |
EbM7 | EbM7 | Ebm7 | Ab7 |
DbM7 | DbM7 | Dbm7 | Gb7 |
BM7 | BM7 | Cm7b5 | F7 |
Dm7 | Db7 | Cm7 | F7 |"
The Dolphin,Luiz Eca,A,4 4,42,"AM7 | B7/A | Ab7alt | Db7alt |
CM7 | CM7/G | F#m7b5 | B7 |
Em7 | A7sus4 | DM7 | F7alt |
BbmM7 | Bbm7 | Bbm6 | A7alt |
DM7 | Em7 | C#m7 | F#7alt |
Bm7b5 | E7sus4b9b13 | Dm7 | G7 |
Bm7 | E7 | C#7alt | F#7alt |
B7alt | E7alt | AM7 | B7/A |
G#7alt | C#7alt | F#7 | B7 |
EM7 | C7/E | EM7 | C7/E |
BM7 | EM7 |"
Close Enough for Love,"Paul Williams, Johnny Mandel",Bb,4 4,44,"Gm7 Em7b5 | Am7b5 D7b9 | Gm7 C7 | F7 Bb7 |
EbM7 | A7 D7 | G7 C7 | F7 Bb7 |
EbM7 A7 | Am7b5 D7b9 | Gm69 | Eb7 D7 |
Gm7 Em7b5 | Am7b5 D7b9 | Gm7 C7 | F7 Bb7 |
EbM7 | A7 D7 | G7 C7 | F7 Bb7 |
EbM7 A7 | Am7b5 D7b9 | Gm69 | G7 |
Cm7 Gb7 | F9sus F9 | BbM7 D7+ | Gm7 Em7b5 |
F#m7b5 B7 | Em7 A7 | DM7 | D7 |
Gm7 Em7b5 | Am7b5 D7b9 | Gm7 C7 | F7 Bb7 |
EbM7 | A7 D7 | G7 C7 | F7 Bb7 |
EbM7 A7 | Am7b5 D7b9 | Gm69 | Gm69 |"
Blues for Philly Joe,Sonny Rollins,F,4 4,12,"F7 | Gm7 C7 | F7 | F7 |
Bb7 | Bb7 | FM7 | D7alt |
Gm7 | C7 | F7 | Gm7 C7 |"
Don't Ever Go Away,"Antonio Carlos Jobim, Ray Gilbert, Dolores Duran",Bb,4 4,32,"BbM7 Bb6 | BbM7 Bb7 | Eb6/Bb | Ebm6/Bb |
Cm7 Abm6 | Cm7 F7 | Dm7 Dm7b5/Ab | G7 |
EbM7 Eb6 | Em7b5 A7 | Dm7 Bbm6 | Dm7b5 G7 |
Cm7 Abm6 | Cm7 F7 | BbM7 | Dm7b5 G7 |
Cm7 Cm7/Bb | Am7b5 F7 | BbM7 | Dm7b5 G7 |
Cm7 Abm6 | Cm7 F7 | BbM7 | Dm7b5 G7 |
EbM7 Eb6 | Em7b5 Cm7b5 | BbM7 D7/A | G7 G7#5 |
Cm7 | Cm7b5 F7 | Bb6 | Cm F7 |"
"Day In, Day Out","Johnny Mercer, Rube Blom",C,4 4,56,"CM6 | A7 | Dm7 | G7 G7+ |
CM7 Dm7 | Ebo7 | Em7 | Ebo7 |
Dm7 G7 | Dm7 G7 | Dm7 | G7 |
Dm7 | G7 | Bb7+ A7 | Ab7+ G7 |
CM6 | A7 | Dm7 | G7 G7+ |
CM7 Dm7 | Ebo7 | Em7 | Am7 D7 |
GM7 | D7alt | GM7 | D7alt |
GM7 | Am7 D7#5b9 | Dm7 | G7 G7b9 |
CM6 | A7 | Dm7 | G7 G7+ |
CM7 Dm7 | Ebo7 | Bb7+ | A7 |
D7 | Fm6 | CM7 | A7 |
D7 | G7 | CM7 | A7+ |
D7 | Fm6 | CM7 | A7 |
Dm7 | Dm7/G G7 | CM7 | Dm7 G7 |"
Day Waves,Chick Corea and Neville Potter,C,4 4,25,"Dm7 | Bb | Gm6 | Em7 FM7#11 |
G7 Am7 | Dm7 | E7#9 | F |
F#m7b5 | G7sus4 | G7sus4 | Eb7#11/G |
Eb7#11/G | F#m7b5 | FmM7 | C/E |
B7/D# | G/D | A/C# | F/C |
Ab7sus4 | Ab7 Bbm7 | Bbm7 | Eo7 EM7 |
EM7 |"
The Fruit,Bud Powell,Eb,4 4,32,"Eb | D7 Eb | Cm7 F7 | Fm7 Bb7 |
Bbm7 Eb7 | Ab Db7 | Eb | Fm7 B7 |
Eb | D7 Eb | Cm7 F7 | Fm7 Bb7 |
Bbm7 Eb7 | Ab Db7 | Eb Bb7 | Eb |
Eb7 | A7 | Ab | Abm7 Db7 |
Eb | Gm7 C7 | Fm7 | Bb7 |
Eb | D7 Eb | Cm7 F7 | Fm7 Bb7 |
Bbm7 Eb7 | Ab Db7 | Eb | Eb |"
East Of The Sun,Brooks Bowman,G,4 4,36,"GM7 | GM7 | Bm7 | E7 |
Am7 | Am7 | Cm7 | F7 |
Am7 | D7 | Fm7b5 B7alt | Em7 |
A7 | Em7 A7 | Am7 | D7 |
GM7 | GM7 | Bm7 | E7 |
Am7 | Am7 | Cm7 | F7 |
Am7 Am7/G | F#m7b5 B7alt | Em7 | A7 |
Am7 | D7 D7/D | Bm7 | Bbm7 |
Am7 | Am7/D D7 | GM7 | D7 |"
From the Heart,Gary Aprile,G,4 4,42,"GM7 | Em7 | Am7 | D7 |
GM7 | Em7 | Am7 | Cm7 F7 |
BbM7 | Db7sus | GbM7 | B7#11 |
BbM7 | Db7sus | Cm7 | F7 D7/F# |
GM7 | Em7 | Am7 | D7 |
GM7 | Em7 | Dm7 | G7 |
C#m7b5 | Cm6 | Bm7 | E7+ |
Am7 | D7 | Bm7b5 | E7b9 |
Am7 | D7 | F#7b9 | F#7b9 |
GM7 | GM7 | F#7b9 | F#7b9 |
GM7 | Am7 Ab7 |"
Black Diamond,Milton Sealey,C,3 4,32,"Dm | Dm+ | Dm6 | Dm7 |
G7 | C7 | F6 | A7#5b9 |
Dm | Dm+ | Dm6 | Dm7 |
G7 | C7 | F6 | B7#5 |
E7b5 | A7#5 | D7b5 | G7#5 |
C7#11 | Gb7 | FM7 | B7#5 |
E7b5 | A7#5 | D7b5 | G7#5 |
C7#11 | Gb7 | FM7 | A7#5b9 |"
Feelings,Morris Albert and Louis Gaste,G,4 4,48,"Em | Em/D# | Em7/D | A/C# |
Am | D7 | G | F#m B7 |
Em | Em/D# | Em7/D | A/C# |
Am | D7 | G | E7 |
C | Am D7 | Bm | E7 |
Am | D7 | Bm | E7 |
C | Am D7 | Bm | E7 |
Am | D7 | F#m7 | B7 B7b9 |
Em | Em/D# | Em7/D | A7 |
Am | D7 | G | E7+ E7 |
C | Am D7 | Bm | E7 |
Am | D7 | F#m7 | B9 B7b9 |"
Blue Comedy,Michael Gibbs,Eb,4 4,32,"Eb7 | Ab7 | Eb7 | D7 |
Db7 | Db7 D7 | G7 | F#7alt |
B7b5b9 | E7b5b9 | F13 | F13 |
Eb7 | Ab7 | Eb7 | D7 |
Db7 | Db7 D7 | G7 | F#7alt |
B7alt | E7alt | F13 | F13 |
Amaj9 | Amaj9 | Amaj9#11 | Amaj9#11 |
Amaj9#11 | Amaj9#11 | Bb7b9 | Bb7b9 |"
"Fantasy In ""D""",Cedar Walton,D,4 4,40,"DM7 | CM7 | DM7 | CM7 |
DM7 | Ebm7 Ab7 | GM7 | C#m7 F#7#11 |
BmM7 | CM7 | Bm7 E7 | Em7 A7 |
DM7 | CM7 | DM7 | CM7 |
DM7 | Ebm7 Ab7 | GM7 | C#m7 F#7#11 |
BmM7 | CM7 | Bm7 E7 | Em7 A7 |
DM7/A | GM7/A | DM7/A | GM7/A |
DM7/A | GM7/A | DM7/A | GM7/A |
DM7/A | GM7/A | DM7/A | GM7/A |
DM7/A | GM7/A | DM7/A | GM7/A |"
Biencavo,Ahmad Jamal,Bb,4 4,8,"Em7b5 A7 | DmM9 | Em7b5 A7 | DmM9 |
Em7b5 A7 | Dm Db7 Cm B7 | Bb7 Bb7 Em7b5 A7 | DmM9 |"
All My Love,Dave Brubeck,C,4 4,32,"Am7 AmM7/G# | Am7/G D7/F# | Fm7 | C/E A7 |
Dm7 Db7 | CM7 | Bm7b5 | E7 |
Am7 AmM7/G# | Am7/G D7/F# | Fm7 | C/E A7 |
Dm7 Db7 | CM7 | Bm7b5 | E7 |
AM7 | Em7 A7 | DM7 | DM7 |
F#m7 B7 | F#m7 B7 | E7 CM7 | Bm7b5 BbM7 |
Am7 AmM7/G# | Am7/G D7/F# | Fm7 | C/E A7 |
Dm7 Dm7/E | Dm7/F G7 | CM7 Eb7 | AbM7 Db7 |"
Edward Lee,"Harold Mabern, Jr.",C,4 4,32,"Em7 | Em7 | Em7 | A7 |
B7 | Em7 | CM7 | B7 Em7 |
Em7 | Em7 | Em7 | A7 |
B7 | Em7 | CM7 | B7 Em7 |
G7 | CM7 | E7 | AM7 |
D7 | GM7 | C7sus4 | B7 |
Em7 | Em7 | Em7 | A7 |
B7 | Em7 | CM7 | B7 Em7 |"
Amazing Grace,John Newton,C,4 4,16,"G | G/B | C | G |
G | G | D7sus | D7 |
G | G7/B | C | G D7 |
Em G/B | Am9 D7 | G | D7sus4 |"
Christmas Is Coming,Vince Guaraldi,Eb,4 4,42,"Eb/Bb | Eb/Bb Ab/Bb | Eb/Bb | Eb/Bb Ab/Bb |
Am7b5 Abm6 | Eb/G Gbo7 | Fm7 Fm7/Bb | Eb69/Bb Ab/Bb |
Eb/Bb | Eb/Bb Ab/Bb | Eb/Bb | Eb/Bb Ab/Bb |
Am7b5 Abm6 | Eb/G Gbo7 | Fm7 Fm7/Bb | Eb69/Bb |
C | Ab7 | C | Ab7 |
C | Ab7 | Fm7 | Fm7 Ab/Bb |
Eb/Bb | Eb/Bb Ab/Bb | Eb/Bb | Eb/Bb Ab/Bb |
Am7b5 Abm6 | Eb/G Gbo7 | Am7b5 Abm6 | Eb/G Gbo7 |
Am7b5 Abm6 | Eb/G Gbo7 | Fm7 Fm7/Bb | Eb69/Bb |
Eb69/Bb Fm7/Bb | Eb69/Bb | Eb69/Bb Fm7/Bb | Eb69/Bb |
Eb69/Bb Fm7/Bb | Eb69/Bb |"
All God's Chillun Got Rhythm,"Bronislaw Kaper, Gus Kahn, Walter Jurmann",F,4 4,32,"FM7 | Gm7 C7 | FM7 D7b9 | Gm7 C7 |
FM7 | Gm7 C7 | Am7b5 | D7b9 |
Bm7 E7 | Am7 D7 | Gm7 C7 | FM7 |
Em7 A7 | Dm7 | G7 | C7 |
FM7 | Gm7 C7 | FM7 D7 | Gm7 C7 |
FM7 | Gm7 C7 | Am7b5 | D7b9 |
Bm7 E7 | Am7 D7 | Gm7 C7 | Am7b5 D7b9 |
Gm7 | C7 | FM7 | Gm7 C7 |"
Crepuscule,Django Reinhardt,F,4 4,35,"F6 | Gm7 | Am7 Am7 Gm7 C7 | FM7 Gm7 |
Am7 Am7 Cm7 F7 | Bb6 Bb7 | Gm7 C7 | F6 Db7 |
F6 F6 Gm7 C7 | F6 | Gm7 | Am7 Am7 Gm7 C7 |
FM7 Gm7 | Am7 Am7 Cm7 F7 | Bb6 Bb7 | Gm7 C7 |
F6 Db7 | F6 F6 Abm7 Db7 | Gb6 Abm7 | Bbm7 Bbm7 Abm7 Db7 |
GbM7 Abm7 | Bbm7 Bbm7 Abm7 Db7 | GbM7 Ebm7 | Ebm7 Db7 |
Gb6 D7 | Gb6 Gb6 Gm7 C7 | F6 | Gm7 |
Am7 Am7 Gm7 C7 | FM7 Gm7 | Am7 Am7 Cm7 F7 | Bb6 Bb7 |
Gm7 C7 | F6 Db7 | F6 F6 Gm7 C7 |"
Groovin' High,Dizzy Gillespie,Eb,4 4,32,"EbM7 | EbM7 | Am7 | D7 |
EbM7 | EbM7 | Gm7 | C7 |
F7 | F7 | Fm7 | Bb7 |
Gm7 | F#m7 | Fm7 | Bb7b9 |
EbM7 | EbM7 | Am7 | D7 |
EbM7 | EbM7 | Gm7 | C7 |
F7 | F7 | Fm7 | Bb7 |
Fm7 | Db7 | EbM7 | Fm7 Bb7b9 |"
"Be Careful, It's My Heart",Irving Berlin,F,4 4,32,"Gm7/C C7 | Gm7/C C7 | F6 Gm7 | G#o7 F/A |
Gm7/C C7 | Gm7/C C7 | F6 Gm7 | G#o7 F/A |
FM7 E7+ | Eb7 D7 | Gm7b5/Db C7 | FM7 |
Ebm7 | Ab7 | G7 | Gm7 C7 |
Gm7/C C7 | Gm7/C C7 | F6 Gm7 | G#o7 F/A |
Gm7/C C7 | Gm7/C C7 | Am7 | D7 |
Gm7 | Eb9 | FM7 Dm7 | G7 |
Gm7 | C7 | F6 | Gm7 C7 |"
Ain' It De Truth?,Harold Arlen,Eb,4 4,62,"Eb | Eb | F9 F9 F9 Bb7 | Eb |
Eb | Eb | Fm7 | Bb7 Bb7+ |
Eb Fm7 | F#o7 Eb7 | Ab | Ab Abm6 |
Eb | F9 F7b5 Bb7 Bb7 | Eb | Eb |
Eb | Eb | F9 F9 F9 Bb7 | Eb |
Eb | Eb | Fm7 | Bb7 Bb7+ |
Eb Fm7 | F#o7 Eb7 | Ab | Ab Abm6 |
Eb | F9 F7b5 Bb7 Bb7 | Eb | Eb7 |
Ab | Ab | Eb | Eb |
Do7 | Do7 | Fm7 | Eo7 |
Fm7 | Bb9 NC | Eb | Eb |
F9 F9 F9 Bb7 | Eb | Eb | Eb |
Fm7 | Bb7 Bb7+ | Eb Fm7 | F#o7 Eb7 |
Ab | Ab Abm6 | Eb | Ab Ab6 |
Eb9 | Ab Abm6 | Cm7 | F9 Bb7 |
Eb | F9 Bb7 |"
Azure,Duke Ellington,C,4 4,16,"Abm Am Am Am | Am Abm Abm Abm | Abm Am Gm7 C7 | F |
Abm Am Am Am | Am Abm Abm Abm | Abm Am Gm7 C7 | F F7 |
A Bb Em7b5 A7 | Dm F7 | A Bb Am7 D7 | G7 C7 |
Abm Am Am Am | Am Abm Abm Abm | Abm Am Gm7 C7 | F |"
Climb Every Mountain,Richard Rodgers,C,4 4,34,"C D | G | Gm7 C | FM7 |
Fm6 | C | Dm7 G7 | C |
C D | G | Gm7 C | FM7 |
Fm6 | C | Dm7 G7 | C C C C7 |
F F F FM7 | Dm G | C C C CM7 | Am7 Am7 Am7 D7 |
G G G GM7 | Em A | D | D7 |
G A7 | D | Dm G | CM7 |
Am Am7 | Dm Dm7 | C C E+ C7+ | F6 G7 |
C | F G |"
Ain't No Mountain High Enough,Nickolas Ashford and Valeri Simpson,F,4 4,24,"Dm/C | Dm/B | Dm/Bb Dm/A | Gm Gm Am Bb |
Dm/C | Dm/B | Dm/Bb Dm/A | Gm Am |
BbM7 Bb6 | Am7 Am7 Am7 Dm | BbM7 Bb6 | Am7 Am7 Am7 Dm |
BbM7 Bb6 | Am7 Am7 Am7 Dm | G | Bb |
BbM7 Bb6 | Am7 Am7 Am7 Dm | BbM7 Bb6 | Am7 Am7 Am7 Dm |
BbM7 Bb6 | Am7 Am7 Am7 Dm | G | Bb |"
Gravy Waltz,Ray Brown,C,3 4,32,"G6 | C7 | G6 G6 B7 | Em7 |
C#m7b5 C#m7b5 Cm7 | Bm7b5 Bm7b5 E7 | A7 A7 D7 | GM7 |
G6 | C7 | G6 G6 B7 | Em7 |
C#m7b5 C#m7b5 Cm7 | Bm7b5 Bm7b5 E7 | A7 A7 D7 | GM7 |
C7 | G6 | C7 | G6 |
C7 | G6 G6 Em7 | A7 G6/B A7/C# | D7 C7/E D7/F# |
G6 | C7 | G6 G6 B7 | Em7 |
C#m7b5 C#m7b5 Cm7 | Bm7b5 Bm7b5 E7 | A7 A7 D7 | GM7 |"
And What If IDon't?,Herbie Hancock,C,4 4,32,"Eb7 Bb7 | Eb7 | Cm7 | Cm7 |
Eb7 | Ab7 | Fm7 | Fm7/Bb |
Eb7 Bb7 | Eb7 | Cm7 | Cm7 |
Eb7 | Ab7 | Fm7 Bb7 | Eb7 |
G7 | G7 | C7 | C7 |
F7 | F7 | Bb7 | Bb7 |
Eb7 Bb7 | Eb7 | Cm7 | Cm7 |
Eb7 | Ab7 | Fm7 Bb7 | Eb7 |"
The Green Leaves of Summer,Dimitri Tiomkin,G,6 8,32,"Em | B7 | Em | D7 |
G | Am | F#7 | B7 |
E7 | Am | D7 | G |
Em | Am6 | C7 | B7 |
Em | B7 | Em | D7 |
G | Am | F#7 | B7 |
E7 | Am | D7 | G |
Em | Am6 | Em Em Em Am6 Am6 B7 | Em |"
